Comp Ch 3,Comp Ch 4
0.5828660597663007,0.40319479647053486
0.5691447205846012,0.40686529180730535
0.5231444822960426,0.30182428506076825
0.5292832258092985,0.39705963081564266
0.628237414833904,0.4600167736139101
0.6657307957072758,0.43154768528249315
0.6721745154799308,0.43238321319799045
0.6472623292265329,0.4156848332735747
0.538773630282063,0.4785683081729124
0.4431625525117379,0.4391810190279546
0.39188318565326363,0.3627516557246654
0.42688347248208425,0.43765222981911694
0.47456909485649734,0.5022273463483389
0.47049060966568995,0.46338076927832245
0.49363968122286156,0.4570677909521395
0.5400019195467222,0.4049447748338093
0.5152570317188547,0.21984891383637686
0.49059995763758957,0.2463815152301941
0.440106943022558,0.23696212130578667
0.3581785928619338,0.4245721286004541
0.31807992374766125,0.6092289907394814
0.364392849578141,0.5941080105339943
0.5153135700921382,0.49319329220294833
0.6397374854379214,0.4181114229547112
0.7142401683905815,0.41820732516495424
0.7370099639919512,0.4454315599460936
0.6760489109330321,0.48246786431094235
0.586354670455749,0.48351611214830015
0.5006256177851519,0.34218790568860424
0.42680525646909306,0.344838095473597
0.40556822995728453,0.5592269300989519
0.4320224520775232,0.5245447014750064
0.44666098157235146,0.4266954538148638
0.470841313058213,0.4424512555482746
0.5033367017333286,0.45967264664548324
0.5082495278356338,0.45971097455933196
0.5125129072969252,0.43566144500356485
0.5425460911850885,0.36127005518395333
0.5855030094962403,0.2769156744682517
0.6153597936597592,0.30458410092193056
0.617632581106365,0.27279542372951204
0.6168098236664666,0.3452242595088257
0.5856726797754792,0.4549927259389308
0.5257040290623787,0.4287017140407924
0.4899984996646309,0.5287372806963316
0.48297902619409044,0.4991003243448193
0.5300695670208635,0.4282860622395865
0.5995252983019733,0.4490622024950235
0.6099519672044339,0.43996117753242414
0.5941119559077912,0.44350280041047957
0.5505924118332333,0.4629958416274114
0.48183766812581635,0.3685513284949493
0.4273677719137219,0.27750316308321277
0.4511534931337593,0.3236415227309256
0.5593894517598051,0.3577319353947981
0.6289526114660924,0.20278969514884004
0.6919381244042786,0.32863280622148583
0.752276979560137,0.6094437094826555
0.6793231722385004,0.5458422456036234
0.5368577240795,0.48467254361345674
0.4512236558760193,0.5261182065833343
0.36319368447064637,0.4624135046137741
0.25426051117308573,0.39070568695573327
0.25303376637130653,0.39979226682822083
0.3194699403396053,0.4086155792666592
0.32066579588378574,0.33875652707887716
0.34020214812722843,0.41363443412750417
0.4603701856885657,0.4502503678243345
0.6031748640872665,0.35365887332418405
0.7422942334168814,0.45459151922783675
0.860306642072934,0.5073521593452108
0.8519378596392135,0.41069596073243403
0.721136195149504,0.34613959603203054
0.6010474767889292,0.38430307076651704
0.47437515444628797,0.3707642503595817
0.368869585554418,0.35043603153604264
0.3219565255763053,0.4276927626183322
0.33954354502771206,0.4871067782709577
0.36539675045010056,0.46778930362713944
0.36093987185370846,0.3622177437634714
0.4184833595156564,0.3051816866754862
0.49367299749355736,0.3992683489735949
0.5470667340346665,0.48097987578458884
0.5743744925336252,0.48847834060739437
0.643299678751721,0.474856888515226
0.7171106629717231,0.4343292409012417
0.7196810904790483,0.4492964973232279
0.6744581141666961,0.429632258091105
0.643661524340735,0.3893918225541227
0.6231897791859357,0.3606042622288712
0.5717975562184489,0.3989743779956561
0.4652128490486108,0.4214108999641448
0.3835905231757687,0.4023756918600577
0.2888531701203798,0.37213024896658875
0.301944699403396,0.3122911025663217
0.41305556536166904,0.32015430076284906
0.5123703754368624,0.5257213272173522
0.5315987176545345,0.5409665640467682
0.5160548240194867,0.4508972028865452
0.5027664639743001,0.3934658943385962
0.4944258128287499,0.47436789851757516
0.515410187277156,0.496237064329076
0.568424008013556,0.42045781250643943
0.5889307242207081,0.3370371286210605
0.5681405990750874,0.26005592578397063
0.5952513282380767,0.2676314585625796
0.6587001800402443,0.4271497426259978
0.6193869806191972,0.5166007261697225
0.5841022919829139,0.46596975803958895
0.6110300022946306,0.45410046858965636
0.5950313525964628,0.4519279352794022
0.557483805203516,0.40309875001545475
0.5436651648603805,0.3659225693714634
0.5370801267342111,0.45283132008753596
0.5068030280297948,0.4697850339799623
0.47399256892717195,0.48194425555239584
0.4513059536837646,0.3692463825455504
0.415034463585978,0.23666456481332654
0.4025852102234617,0.3794455228463215
0.41444337557807037,0.4488089497739477
0.41293531789458815,0.48183112638732617
0.37906193737423655,0.3941900858462844
0.3757689218766548,0.3003855458430698
0.4487557145126557,0.22359886747196495
0.5289907045398383,0.2793004537530446
0.5947402213435944,0.4312412680357562
0.6976724944399336,0.4483170748795555
0.8086487714900978,0.4262252362524367
0.8831249779362446,0.43799017486595526
0.8925307568750662,0.37093713810000695
0.8092831044586437,0.3848940624703783
0.678274040667914,0.4947861673322535
0.5421380220284534,0.5063853068087684
0.4157474538426236,0.45532242842365117
0.324921894305786,0.4497007949951162
0.3022701397959544,0.4676980172516825
0.30491117132064816,0.46252951867558506
